;id;track_name;size_bytes;currency;price;rating_count_tot;rating_count_ver;user_rating;user_rating_ver;ver;cont_rating;prime_genre;sup_devices.num;ipadSc_urls.num;lang.num;vpp_lic;KPI;Moyenne rating;Moyenne dl;Moyenne prix;;
10021;1146138135;Zip—Zap;17095680;USD;1,99;3711;3307;5;5;2.02;4+;Games;40;3;10;1;0,007785532;;;;1044,990158;1,919183005
10022;1146177222;Flud.;9238528;USD;0,99;15;15;3,5;3.5;1.1.2;4+;Games;38;4;11;1;6,25226E-05;;;;38,27761109;0,070298978
10023;1146223410;ThemeBoss - Live Wallpapers;139218944;USD;1,99;152;2;2,5;3;1.2.5;4+;Lifestyle;37;0;12;1;0,000350414;;;;108,1558275;0,19863424
10024;1146274176;Monster Craft GO - Find and Catch pixelmon CarToon;35549184;USD;0;4808;1503;4,5;5;1.8;4+;Games;37;4;1;1;0,010059523;;;;584,0913174;1,072716447
10025;1146320033;Dierks Bentley Lyric Keyboard + Emojis;91759616;USD;1,99;41;0;5;0;1.0.5;9+;Utilities;37;3;1;1;0,00012928;;;;111,1559876;0,204144202
10027;1146398155;My Teacher - School Classroom Play & Learn;123944960;USD;0;234;24;4;4;1.3;4+;Games;38;5;10;1;0,000515285;;;;114,6163137;0,210499285
10028;1146465836;Hill Climb Racing 2;120797184;USD;0;33854;732;4,5;4.5;1.5.1;9+;Games;37;5;1;1;0,070654482;;;;1549,761155;2,846223235
10029;1146543227;Infinite Painter;22405120;USD;0;65;21;4;4;1.5;4+;Productivity;24;5;1;1;0,000162721;;;;60,74135463;0,111554903
10030;1146552070;Dog Sled Saga;79204352;USD;3,99;155;50;4;4.5;1.0.6;4+;Games;37;5;1;1;0,000375448;;;;226,0633217;0,415177963
10031;1146601414;Bold Moves;226617344;USD;0;4980;433;4,5;4;1.1;4+;Games;37;5;1;1;0,010418344;;;;594,4449374;1,09173145
10033;1146696085;Philm-Video&Photo Editor,REAL-TIME Magic Filter;90322944;USD;0;103;0;4;0;1.4.0;4+;Photo & Video;38;0;3;1;0,000241996;;;;76,24812615;0,140033958
10036;1146713881;パチスロ ガールズ＆パンツァー;3975609344;USD;9,99;0;0;0;0;1.0.2;12+;Games;38;0;1;0;7,29534E-05;;;;3,737220572;0,006863615
10039;1146788003;全民打金币——爽快的正版放置手游;83985408;USD;0;0;0;0;0;1.6;12+;Games;40;5;1;1;1,04309E-05;;;;1;0,001836556
10040;1146792601;森林舞会-3d画面刺激的娱乐城游戏;87440384;USD;0;0;0;0;0;1.0;17+;Games;38;0;2;1;1,04309E-05;;;;1;0,001836556
10041;1146828763;Stony Road;106221568;USD;0;373;155;4;4;1.1;4+;Games;40;5;1;1;0,000805262;;;;144,5933456;0,265553785
10042;1146971602;Star Wars™ Force Band™ by Sphero;559704064;USD;0;215;178;4,5;4.5;1.0.6;4+;Entertainment;35;4;1;1;0,000477733;;;;123,788482;0,227344486
10043;1146991999;Tongo Music - for kids and families;405502976;USD;1,99;37;4;4;4.5;1.3.;4+;Education;40;5;13;1;0,000116763;;;;84,18281756;0,154606463
10044;1147002179;The Trail;542597120;USD;0;12573;372;4;4.5;1.6;9+;Games;25;5;1;1;0,026256564;;;;838,3960691;1,539761379
10051;1147195439;Bubble Island 2 - Pop Bubble Shooter;242101248;USD;0;3480;67;4,5;5;1.14.9;4+;Games;37;5;15;1;0,007289086;;;;496,9416224;0,912661147
10052;1147225129;Tidal Rider;85362688;USD;0;284;2;4;4.5;1.4;4+;Games;38;5;1;1;0,000619593;;;;126,2219646;0,231813714
10054;1147297267;Don't Starve: Shipwrecked;633698304;USD;4,99;495;55;3,5;3.5;1.5;9+;Games;25;5;1;1;0,001088919;;;;390,6980402;0,717538852
10055;1147331964;Invisible, Inc.;536311808;USD;4,99;86;20;4,5;4.5;1.1;12+;Games;16;5;1;1;0,000239847;;;;210,2798897;0,386190805
10056;1147424561;NFL Rush Gameday;824104960;USD;0;272;10;4;5;1.4.2;4+;Sports;37;5;1;1;0,000594559;;;;123,5360836;0,226880943
10058;1147432809;ARP ODYSSEi;105809920;USD;29,99;110;38;4,5;4.5;1.0.3;4+;Music;25;5;2;1;0,000446378;;;;586,5252566;1,077186513
10059;1147452760;European War 5: Empire;127559680;USD;0;104;41;4;4;1.2.2;9+;Games;37;5;5;1;0,000244082;;;;76,6138267;0,140705587
10071;1147667378;Digiposte +;106643456;USD;0;0;0;0;0;1.4;4+;Productivity;37;5;2;1;1,04309E-05;;;;1;0,001836556
10072;1147863312;Clashy Colors;20506624;USD;0;854;850;5;5;1.1;4+;Games;38;4;1;1;0,001812884;;;;274,5820356;0,504285301
10074;1147910573;ピンポンファイター - 卓球王にオレはなるっ！！;47551488;USD;0;0;0;0;0;2.0.2;4+;Games;37;3;2;1;1,04309E-05;;;;1;0,001836556
10077;1147923152;Timepage for iPad – Calendar by Moleskine;85417984;USD;6,99;69;0;3,5;0;1.6.1;4+;Productivity;24;5;7;1;0,000212727;;;;171,9750288;0,315841781
10079;1147995014;Limo Driving School a Valet Driver License Test Parking Simulator;288715776;USD;0;38;26;3,5;4;1.1;4+;Games;38;5;1;1;0,000104309;;;;40,93058442;0,075171313
10081;1148022751;Knights Fight: Medieval Arena;479453184;USD;0;1501;141;4;4;1.0.11;12+;Games;38;5;1;1;0,003158465;;;;289,7660307;0,532171559
10082;1148046351;Cosmolander - Missions in the Solar System;369460224;USD;2,99;9;0;2,5;0;2.0.1;4+;Education;37;5;6;1;5,83502E-05;;;;32,40560605;0,059514712
10083;1148047801;Siralim 2 (RPG / Roguelike);150971392;USD;4,99;44;0;4;0;2.4.1;12+;Games;37;5;1;1;0,000150142;;;;134,2466678;0,246551531
10084;1148053146;Osteya: Adventures;65756160;USD;0;107;5;3,5;5;2.0.2;9+;Games;37;5;1;1;0,000248254;;;;68,11260964;0,125092626
10086;1148119410;Lifeline: Flatline;147597312;USD;1,99;207;161;4,5;4.5;1.0.2;9+;Games;37;4;6;1;0,000473499;;;;221,8728607;0,407481946
10087;1148138918;Secrets of the Dark: The Flower of Shadow (Full);903281664;USD;6,99;32;32;3,5;3.5;1.0.0;9+;Games;24;5;3;1;0,000135539;;;;118,0791833;0,216859039
10088;1148177808;FOX Sports VR;405783552;USD;0;81;0;3;0;1.9;4+;Sports;37;4;1;0;0,000191928;;;;51,2249939;0,094077573
10089;1148201330;FFmoji 2016 - Your Fantasy Football Emoji Keyboard;16068608;USD;0;0;0;0;0;1.1;12+;Sports;37;5;1;1;1,04309E-05;;;;1;0,001836556
10090;1148229094;BurbuMoji;20556800;USD;0,99;45;9;3;2;1.2.0;12+;Entertainment;37;0;1;1;0,000123022;;;;56,01741928;0,102879131
10091;1148320769;Ketchapp Tennis;167264256;USD;0;830;830;4;4;1.0;4+;Games;38;5;4;1;0,001758643;;;;215,5326245;0,395837747
10092;1148321705;Bully: Anniversary Edition;2413393920;USD;6,99;1334;305;4,5;4.5;1.04;12+;Games;37;5;7;1;0,002855907;;;;965,1497963;1,772551704
10093;1148362520;Hide it Hillary!;23513088;USD;0,99;23;5;5;5;1.5.0;9+;Games;40;0;1;1;8,54705E-05;;;;67,16822564;0,123358212
10094;1148364175;My PriceQuote;21143552;USD;6,99;21;0;4,5;0;1.2.6;4+;Productivity;37;3;1;1;0,000116763;;;;123,8983238;0,227546217
10096;1148435076;Roofbot: Puzzler On The Roof;156247040;USD;2,99;625;589;4,5;4.5;1.1.1;4+;Games;37;5;11;1;0,001351777;;;;451,1029021;0,828475767
10097;1148435080;Parallyzed: Surreal Platform Runner;235838464;USD;2,99;38;16;4,5;4.5;1.1.1;9+;Games;37;5;10;1;0,000127194;;;;112,5954285;0,206787816
10099;1148457316;Tamotions by Tami Roman;7330816;USD;0,99;61;61;4,5;4.5;1.1;17+;Entertainment;37;0;1;1;0,000162659;;;;96,83188777;0,17783719
10101;1148502570;niconico ch;55334912;USD;0;0;0;0;0;1.0.9;17+;Social Networking;37;0;2;1;1,04309E-05;;;;1;0,001836556
10102;1148524123;Uber优步中国;51692544;USD;0;2;2;1;1;4.8.19;4+;Travel;37;0;1;1;1,87756E-05;;;;4,119534288;0,007565756
10106;1148587239;My Town : Preschool;386007040;USD;2,99;61;61;4,5;4.5;1.0;4+;Education;38;5;1;1;0,000175176;;;;141,9659847;0,260728489
10107;1148613767;Rubin.io;34772992;USD;0;16;2;2,5;3;1.1;4+;Games;37;5;1;1;5,42405E-05;;;;19,73828958;0,036250475
10108;1148726949;NHL SuperCard 2K17;426580992;USD;0;116;4;3,5;5;1.04;4+;Games;37;5;4;1;0,00026703;;;;70,89385181;0,130200533
10109;1148799284;意味が分かると怖い話【意味怖】-この怖い話の意味が分かるか…;54333440;USD;0;0;0;0;0;1.0.4;12+;Book;37;0;1;1;1,04309E-05;;;;1;0,001836556
10117;1148931050;Super Fashion Show - Girls Makeup, Dressup Games;97480704;USD;0;125;125;4,5;4.5;1.0;4+;Games;43;5;2;1;0,000289978;;;;94,54501486;0,17363722
10118;1148944266;Evil Zombie Graveyard Apocalypse Shooting VR Games;129430528;USD;0;22;0;3,5;0;1.7;17+;Games;40;5;17;1;7,09299E-05;;;;31,43254603;0,057727633
10119;1148979232;Nekosan;49047552;USD;0;905;163;4,5;4.5;1.7;4+;Games;37;5;14;1;0,001917192;;;;253,5230557;0,465609303
10125;1149330452;Jelly Blast: New Exciting Match 3;158268416;USD;0;2557;405;4,5;4.5;4.2.0;4+;Games;40;5;1;1;0,005363549;;;;425,9941468;0,782362131
10126;1149338810;FunBridge Quiz 3;34081792;USD;8,99;3;3;3,5;3.5;1.2.0;4+;Games;37;5;2;1;8,75567E-05;;;;46,48433864;0,085371094
10127;1149476118;Midnight Calling: Jeronimo;751140864;USD;0;127;127;4,5;4.5;1.0.0;9+;Games;37;5;5;1;0,00029415;;;;95,29241791;0,175009867
10128;1149479233;Christmas Stories: The Gift of the Magi;704336896;USD;0;227;120;4,5;4.5;1.0.2;9+;Games;37;5;5;1;0,000502768;;;;127,1805754;0,233574256
10129;1149500619;Crystal Rush! Color Shoot Arcade Game;133867520;USD;0;81;4;4;5;1.4;9+;Games;37;4;1;1;0,0001961;;;;67,70479565;0,124343653
10137;1149845877;Break Liner;136130560;USD;0;721;349;4;4;1.1.1;4+;Games;38;5;1;1;0,00153125;;;;200,9005401;0,368965104
10139;1149994032;Facetune 2;141808640;USD;0;1009;12;3;3.5;1.5;4+;Photo & Video;25;5;12;1;0,002127896;;;;179,7776404;0,330171714
10141;1150057624;Grandpa, what the fone?;58182656;USD;0;14;14;4;4;1.4.1;12+;Games;37;4;3;1;5,63267E-05;;;;28,95730463;0,053181713
10142;1150132840;BeetMoji;13500416;USD;1,99;244;84;2,5;2.5;1.0.2;12+;Entertainment;37;4;1;1;0,000542342;;;;136,8633768;0,251357264
10143;1150253456;战歌联萌-新英雄登场 惊喜嘉年华;253259776;USD;0;0;0;0;0;1.10;9+;Games;40;5;1;1;1,04309E-05;;;;1;0,001836556
10146;1150346397;Baby Panda's Carnival;131486720;USD;0;6;1;4,5;3;9.12.0000;4+;Education;38;5;12;1;4,17234E-05;;;;22,28447371;0,040926685
10151;1150509995;Intuition Guidances;66417664;USD;0;0;0;0;0;1.1;17+;Health & Fitness;37;3;1;1;1,04309E-05;;;;1;0,001836556
10152;1150735504;Puzzlepops! Trick or Treat;151424000;USD;0;61;49;4;4;1.0.2;9+;Games;37;5;5;1;0,000154377;;;;58,87194039;0,108121619
10154;1150821668;Twisty Board;117156864;USD;0;800;49;4,5;4.5;1.18;4+;Games;37;4;1;1;0,001698144;;;;238,3798927;0,437798036
10155;1150901618;splix.io!;70096896;USD;0;415;116;3;2.5;1.5;4+;Games;40;5;1;1;0,000888709;;;;115,3776408;0,211897505
10156;1150981743;Toon Shooters 2: The Freelancers;245209088;USD;0;101;8;4;4.5;2.06;9+;Games;37;5;1;1;0,000237824;;;;75,511412;0,138680941
10157;1150982926;大人のためのかわいいお買い物アプリSUCRESIA(シュクレシア）;48518144;USD;0;0;0;0;0;1.1.7;4+;Shopping;37;0;1;1;1,04309E-05;;;;1;0,001836556
10161;1151108516;Fox Tales - Story Book for Kids;242819072;USD;1,99;16;16;4;4;1.0;4+;Book;40;5;6;1;7,29534E-05;;;;56,30618717;0,103409469
10162;1151195880;Soccer 17;131052544;USD;2,99;29;29;1,5;1.5;1.1.0;4+;Games;40;5;1;1;9,59013E-05;;;;36,8570635;0,067690063
10165;1151262589;こち亀 公式連載アプリ〜こち亀の漫画が読めるアプリ〜;34743296;USD;0;0;0;0;0;1.1.5;4+;Book;37;2;1;1;1,04309E-05;;;;1;0,001836556
10166;1151268606;脱出ゲーム　In My Heart;160161792;USD;0;1;1;1;1;1.0.0;4+;Games;38;5;1;1;1,66894E-05;;;;3,363585661;0,006177414
10168;1151423446;Landix.io Online;110459904;USD;0;405;48;4,5;4;2.1.2;4+;Games;37;5;1;1;0,000874106;;;;169,7134956;0,311688348
10169;1151455384;Conduct THIS!;221721600;USD;0;116;7;4;4.5;1.5.3;4+;Games;37;5;1;1;0,000269116;;;;80,87335058;0,148528442
10170;1151496004;Jeremstar box;43215872;USD;0;1;1;5;5;1.5.1;9+;Entertainment;37;1;1;1;3,33788E-05;;;;13,28018304;0,024389801
10171;1151506903;Not Karlton Banks Emojis by Eboticons;45600768;USD;1,99;121;7;4;4.5;4.8;17+;Social Networking;37;0;1;1;0,000292002;;;;150,838281;0,277022959
10172;1151562012;Snake splix;70274048;USD;0;155;49;3;3.5;6;4+;Games;38;5;1;1;0,000346305;;;;70,65408693;0,129760191
10173;1151585389;Sight Word Games;41961472;USD;2,99;0;0;0;0;1.3;4+;Education;40;5;1;1;2,91438E-05;;;;2,140597888;0,003931328
10176;1151680145;Slots - Lucky Win Casino Games & Slot Machines;117479424;USD;0;3807;24;5;4.5;1.2.5;12+;Games;40;5;1;1;0,00797335;;;;579,4787743;1,064245253
10178;1151734656;Order's Up;79126528;USD;0;188;13;4;4.5;1.1;4+;Games;38;5;11;1;0,000419321;;;;102,7882347;0,188776355
10180;1151747316;Grumpy Cat's Worst Game Ever;138964992;USD;0;5170;154;5;5;1.4.2;4+;Games;37;5;1;1;0,010816803;;;;675,2682523;1,240167999
10183;1151831172;Twin Moons Society™: Hidden Mystery;83590144;USD;0;6219;1510;4;4.5;0.4.400;4+;Games;24;5;11;1;0,013001026;;;;589,6681868;1,08295868
10184;1152254310;Nibmoji: Political Emojis;9701376;USD;0;30;11;3;2.5;1.0.1;17+;Entertainment;37;3;1;1;8,55331E-05;;;;31,4960315;0,057844227
10185;1152267556;String Rush;42434560;USD;0;606;324;4;4;1.10;4+;Games;38;5;1;1;0,001291341;;;;184,2073059;0,338307043
10186;1152267570;Advent Calendar 2017 - The Game;48111616;USD;0;5;0;3;0;1.2;4+;Games;37;5;1;1;3,33788E-05;;;;13,85640646;0,025448067
10190;1152350612;吕布帮帮忙-三国策略卡牌，指间微操轻松畅玩;145248256;USD;0;0;0;0;0;1.0.0;9+;Games;40;5;1;1;1,04309E-05;;;;1;0,001836556
10191;1152396902;凤凰新闻(专业版)-有料的军事新闻、娱乐短视频;67361792;USD;0,99;0;0;0;0;5.5.6;17+;News;37;0;2;1;1,66268E-05;;;;1,46005492;0,002681473
10193;1152533846;Despicable Bear - Top Beat Action Game;218849280;USD;0;8872;728;5;4.5;1.2;17+;Games;37;5;1;1;0,018539813;;;;884,5539043;1,624532831
10195;1152576183;KEVMOJI by Kevin Hart;22587392;USD;1,99;302;301;4;4;1.2;17+;Utilities;37;0;1;1;0,000669599;;;;237,713022;0,43657329
10196;1152607698;Sticklings;155706368;USD;0;79;71;4;4;1.1.1;4+;Games;38;5;1;1;0,000191928;;;;66,8740305;0,122817906
10197;1152611696;Black - Live Wallpapers;84504576;USD;1,99;158;59;4;4.5;1.3.7;4+;Lifestyle;37;0;11;1;0,00036919;;;;172,1988398;0,316252822
10199;1152657123;MyFLO Period Tracker by FLO Living LLC;64217088;USD;1,99;145;30;4;3;1.2;12+;Health & Fitness;38;5;1;1;0,00034207;;;;165,0091727;0,303048596
10204;1152933871;NZ vs Loons;189247488;USD;1,99;0;0;0;0;1.30;4+;Games;37;5;1;1;2,28853E-05;;;;1,826497801;0,003354466
10205;1152938994;武神战纪OL-热血三国志国战手游;705442816;USD;0,99;0;0;0;0;1.5.8;12+;Games;38;5;1;1;1,66268E-05;;;;1,46005492;0,002681473
10207;1152996359;Political Knockout PKO Presidential Fight;108646400;USD;0;15;7;4;4.5;1.4;12+;Games;37;4;1;1;5,84128E-05;;;;29,90697562;0,054925837
10208;1153025759;Mine Blitz;29322240;USD;0;2541;992;4,5;4.5;1.2;4+;Games;38;4;1;1;0,00533017;;;;424,6597845;0,779911499
10209;1153028211;Demon's Rise 2: Lords of Chaos;2205314048;USD;7,99;39;11;4,5;4;1.31;12+;Games;37;5;1;1;0,000160573;;;;178,2588859;0,327382437
10210;1153109870;微软识花;175406080;USD;0;9;4;4;4;1.09;4+;Entertainment;37;5;2;1;4,58958E-05;;;;23,64354023;0,043422687
10211;1153136025;Crooked Path: Infinity Run;97175552;USD;0;318;52;4;4.5;1.15;4+;Games;37;5;1;1;0,000690523;;;;133,5389161;0,245251705
10212;1153232514;剑雨奇缘-万人同屏PK,唯美风仙侠;174546944;USD;0,99;0;0;0;0;1.2.0;9+;Games;40;5;1;1;1,66268E-05;;;;1,46005492;0,002681473
10214;1153449735;Happy Oink;85111808;USD;0;24;8;4,5;5;1.2.2;4+;Games;38;3;5;1;7,92745E-05;;;;42,11369681;0,077344165
10216;1153462277;【殺人現場へようこそ】推理サスペンス劇場/謎解き大人の脳トレゲーム;40120320;USD;0;0;0;0;0;1.0.2;12+;Book;37;0;1;1;1,04309E-05;;;;1;0,001836556
10217;1153473604;GoldenMoji - Golden Retriever Emojis;43315200;USD;0;27;3;2,5;2;1.5;4+;Utilities;37;3;1;1;7,71884E-05;;;;25,33168454;0,046523059
10219;1153515245;Stickman Basketball 2017;203829248;USD;0;1835;1819;5;5;1.1.2;4+;Games;38;5;1;1;0,003859419;;;;402,3698225;0,738974735
10223;1153694100;Vulture Island;7023616;USD;2,99;29;0;3,5;0;1.02;12+;Games;37;5;1;1;0,000104246;;;;76,84424752;0,141128768
10224;1153883316;Word Cookies!;113321984;USD;0;287095;16109;4,5;4.5;1.2.6;4+;Games;38;5;1;1;0,598958834;;;;4513,016618;8,288408005
10226;1153896723;Icy Ropes;93580288;USD;0;1931;183;4;4.5;1.12;4+;Games;37;5;0;1;0,004055519;;;;328,6367041;0,60355973
10236;1154065290;Science Girl - School Lab Super Star;111542272;USD;0;196;196;4;4;1.0;4+;Games;38;5;11;1;0,00043601;;;;104,9411015;0,192730216
10237;1154282030;Cozmo ®;425026560;USD;0;364;7;4,5;4.5;1.5.0;4+;Entertainment;35;5;1;1;0,000788573;;;;160,9162096;0,295531639
10240;1154395075;Love Engine;458687488;USD;0;70;4;2,5;4.5;1.2;4+;Games;40;5;2;1;0,000166894;;;;40,33798775;0,074082976
10243;1154401422;Paintkeep - Turn Photo into Painting;31147008;USD;2,99;63;7;4,5;4;4.5;4+;Photo & Video;37;5;13;1;0,000179348;;;;144,2375847;0,26490041
10245;1154436120;Hop;119472128;USD;0;12079;7635;4,5;4.5;1.2;4+;Games;40;5;1;1;0,025228081;;;;925,7353096;1,70016479
10249;1154766826;蒼の彼方のフォーリズム‐ETERNAL SKY-;433170432;USD;0;0;0;0;0;1.9.2;12+;Games;38;0;1;1;1,04309E-05;;;;1;0,001836556
10252;1154791600;アウト～まさか浮気してないよね？～【恋愛不倫探しゲーム】;40107008;USD;0;0;0;0;0;1.0.5;9+;Book;37;0;1;1;1,04309E-05;;;;1;0,001836556
10253;1154805667;意味が分かると怖い話-この怖い話の意味分かる？【意味怖】;46541824;USD;0;0;0;0;0;1.0.5;12+;Book;37;0;1;1;1,04309E-05;;;;1;0,001836556
10254;1154856196;Wappoi Room Escape;132481024;USD;0;64;54;5;5;1.0.4;4+;Games;40;5;1;1;0,000164808;;;;75,70869169;0,139043256
10255;1154900079;My Town : Grandparents;451428352;USD;2,99;87;87;4,5;4.5;1.0;4+;Education;37;5;1;1;0,000229416;;;;169,1335601;0,310623264
10256;1155034875;Civil War: 1865;209495040;USD;1,99;14;7;4;4.5;1.2;12+;Games;38;5;1;1;6,87811E-05;;;;52,89045322;0,097136282
10257;1155038987;Table Speed;26798080;USD;2,99;0;0;0;0;1.1.0;4+;Games;40;4;1;1;2,91438E-05;;;;2,140597888;0,003931328
10258;1155162058;Don't Grind;79020032;USD;0;751;132;3,5;4;1.0.35;9+;Games;40;5;1;1;0,001591749;;;;179,7316505;0,330087251
10259;1155219609;Sephojis – Sephora Emoji Keyboard & GIFs;25596928;USD;0;84;3;2,5;2.5;1.4;4+;Lifestyle;37;1;1;1;0,0001961;;;;44,13615725;0,081058527
10261;1155497019;Hexy!;146126848;USD;0;51;1;2,5;2;1.2.4;4+;Games;37;5;1;1;0,000127257;;;;34,52126703;0,063400242
10264;1155899847;古墓仙缘-古装恋爱修仙手游;209277952;USD;0,99;0;0;0;0;1.2;9+;Games;38;5;1;1;1,66268E-05;;;;1,46005492;0,002681473
10265;1155982200;Ire - Blood Memory;1669448704;USD;0;373;7;3,5;4.5;2.2.1;12+;Games;37;5;13;1;0,000803176;;;;126,7510143;0,232785343
10268;1156046252;Cola Bottle Flip Challenge;234621952;USD;0;14;12;4,5;5;1.5;4+;Games;37;5;1;1;5,84128E-05;;;;32,62112928;0,059910533
10269;1156049875;大人の脳トレ！ぴたぽん #頭が良くなる #快感ハメコミパズル;49252352;USD;0;0;0;0;0;1.0.5;4+;Games;38;0;1;1;1,04309E-05;;;;1;0,001836556
10271;1156064689;Pantheon Warfare: The Chaos of Knights;136615936;USD;0;0;0;0;0;1.3.5;12+;Games;40;5;33;1;1,04309E-05;;;;1;0,001836556
10273;1156110079;Toca Life: Stable;267330560;USD;2,99;732;156;4,5;4.5;1.1;4+;Education;38;5;18;1;0,001574997;;;;488,1355547;0,89648831
10274;1156120307;Construction Simulator PRO 2017;356862976;USD;4,99;166;18;2,5;3;1.9;4+;Games;38;5;1;1;0,000398396;;;;165,5876884;0,304111072
10275;1156121311;Toca Life: Farm;236893184;USD;2,99;643;330;4,5;4.5;1.0.1;4+;Education;38;5;18;1;0,001389328;;;;457,5424445;0,840302348
10276;1156123904;SwishMoji By JR Smith;18631680;USD;1,99;9;1;3,5;3;1.4;4+;Utilities;37;0;1;1;5,62641E-05;;;;37,85600635;0,069524678
10277;1156137155;Thinkrolls Kings & Queens - Logic and Physics Game;64120832;USD;3,99;13;0;5;0;1.1;4+;Education;40;5;14;1;8,33843E-05;;;;85,05667098;0,156211344
10279;1156192844;Followers Analytics for Instagram - InstaReport;35136512;USD;0;13914;493;4,5;4;2.3;4+;Social Networking;37;0;8;1;0,029056207;;;;993,5619867;1,824732285
10280;1156258040;The Walking Dead: A New Frontier;993859584;USD;4,99;721;443;4;4;1.1;17+;Games;25;5;1;1;0,00156248;;;;537,7319687;0,987574904
10286;1156406002;Water Bottle Flip Challenge : Endless Diving 2K16;40321024;USD;0;421;421;4,5;4.5;1.0;4+;Games;40;2;1;1;0,000907485;;;;173,0252906;0,317770645
10288;1156413671;LINE Moments - Capture Your Fun Moments;133572608;USD;0;1;1;5;5;1.2.1;4+;Photo & Video;37;0;6;1;3,33788E-05;;;;13,28018304;0,024389801
10289;1156447726;Real Cake Maker 3D - Bake, Design & Decorate;324028416;USD;0;160;35;4,5;4.5;1.3;4+;Games;38;5;11;1;0,000362994;;;;106,8725815;0,196277487
10291;1156704617;Brick Shot;77396992;USD;0;197;88;4,5;4.5;1.04;4+;Games;40;5;1;1;0,000440182;;;;118,5184483;0,217665774
10296;1156759711;机でGOLF;247855104;USD;0;0;0;0;0;1.0.5;4+;Games;40;5;2;1;1,04309E-05;;;;1;0,001836556
10297;1156773416;食べないと死ぬ2;54369280;USD;0;0;0;0;0;1.0.7;9+;Games;37;3;4;1;1,04309E-05;;;;1;0,001836556
10305;1156856246;Real Bike Traffic Rider Virtual Reality Glasses;125990912;USD;0;8;2;3;4.5;8.9;17+;Reference;40;5;1;1;3,96373E-05;;;;16,97056275;0,03116739
10307;1156875272;Suica;24804352;USD;0;10;0;1,5;0;1.0.6;4+;Finance;37;0;2;1;3,75511E-05;;;;10,42608721;0,019148094
10308;1156906605;Sky Pillar;86454272;USD;0;27;4;3;2;1.6;4+;Games;40;4;1;1;7,92745E-05;;;;29,93325909;0,054974108
10314;1157479274;Chunky Tanks;86175744;USD;0;44;7;3,5;3.5;1.1;4+;Games;37;5;1;1;0,000116826;;;;43,96650046;0,080746943
10315;1157494807;Grandpa's Toy Shop;79931392;USD;2,99;12;6;4;4;1.1;4+;Education;37;5;1;1;7,08673E-05;;;;57,70577449;0,10597989
10316;1157555235;Musical Video Maker & Editor Live Videoly Studio;17094656;USD;0;312;168;2,5;2.5;1.1;12+;Lifestyle;37;3;1;1;0,000671747;;;;84,6948931;0,155546919
10317;1157569775;Miss Peregrine’s Emoji;37141504;USD;0;54;44;4,5;4.5;1.0.1;4+;Entertainment;37;0;1;1;0,00014186;;;;62,46470692;0,114719936
10319;1157616329;Fairy Princess Fashion Design;112401408;USD;0;27;27;4,5;4.5;1.0;4+;Games;38;5;2;1;8,55331E-05;;;;44,56894742;0,08185337
10320;1157626465;Smashing The Battle;292851712;USD;4,99;30;12;4,5;4.5;1.03;12+;Games;37;5;5;1;0,000123022;;;;125,521743;0,230527717
10321;1157626939;Flippy Bottle Extreme! - Marker Flip Tricky 2K16;143591424;USD;0;42435;2957;4,5;4.5;1.7;4+;Games;40;5;1;1;0,088555927;;;;1735,084309;3,186579596
10322;1157792207;无敌战舰-经典策略海战巅峰对决;63064064;USD;0;0;0;0;0;1.1.2;4+;Games;40;5;0;1;1,04309E-05;;;;1;0,001836556
10325;1157812299;Escape from the pit latrine.;108177408;USD;0;2;2;3,5;3.5;1.1.1;4+;Games;38;5;1;1;2,92064E-05;;;;11,35210161;0,020848771
10328;1157900625;Pursuit of Light2;361181184;USD;0;38;0;4;0;1.3.0;4+;Games;37;5;3;1;0,000106395;;;;46,69225073;0,085752936
10329;1157967043;Pettson's Inventions 3;333170688;USD;2,99;2;2;5;5;1.1;4+;Education;38;5;13;1;5,41779E-05;;;;34,81647373;0,063942406
10332;1158517484;Spectrum - Colorize Black and White Photos;18656256;USD;4,99;169;33;3,5;3;1.4;4+;Photo & Video;37;5;10;1;0,000408827;;;;228,7309086;0,420077136
10334;1158640510;High Risers;35659776;USD;0;486;49;4,5;4.5;4.0;4+;Games;37;5;13;1;0,001043086;;;;185,8736565;0,34136739
10335;1158667565;Water Bottle Flip Challenge 2;27547648;USD;0;2964;997;4;4;1.2.3;4+;Games;40;2;1;1;0,006210535;;;;407,1222652;0,747702862
10336;1158735801;Fitness Sync for Fitbit to Apple Health;23117824;USD;2,99;6;5;5;5;1.1.6;4+;Health & Fitness;13;0;1;1;6,25226E-05;;;;53,1830421;0,097673638
10340;1158754562;【意味笑】意味が分かると面白い話-謎解き2ch系推理ゲーム;39422976;USD;0;0;0;0;0;1.0.3;12+;Book;37;0;1;1;1,04309E-05;;;;1;0,001836556
10347;1158903065;疯狂百宝箱;18173952;USD;0;0;0;0;0;1.0;17+;Lifestyle;38;0;1;1;1,04309E-05;;;;1;0,001836556
10348;1159035153;Pineapple Pen;97951744;USD;0;6430;2225;4,5;4.5;1.4;4+;Games;38;5;1;1;0,013443294;;;;675,4490834;1,240500105
10350;1159072426;Tiny Rails;296011776;USD;0;1252;5;4;4;1.3.3;4+;Games;38;4;1;1;0,002639008;;;;264,6598371;0,486062627
